Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.14,10800,0.21734544420753288,0.8654282480105603,0.748,0.3470403086607778,0.004467458625241144,0.17352015433038892,0.002233729312620558,0.716,0.1372879451746994,0.03010897651949218,0.06864397258734967,0.01505448825974609,0.716,0.1372879451746994,0.03010897651949218,0.06864397258734967,0.01505448825974609,"Any[Any[(1, :purpose, ""Any[1, 8]""), (2, :saving_amo, ""Any[2, 3, 4, 5]""), (3, :credit_history, ""Any[1, 2]""), (4, :credit_history, ""Any[2]""), (5, :chek_acc, ""Any[1, 2]""), (6, :Housing, ""Any[2]""), (7, :purpose, ""Any[2, 3, 4, 5, 7, 9, 10]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, 0.0)]]",
