Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.58,10800,0.11910222763731709,0.8800679098297318,0.7186666666666667,0.3470403086607778,0.0016245304091785095,0.17352015433038892,0.0008122652045892131,0.728,0.1372879451746994,0.02539040557240753,0.06864397258734967,0.01269520278620373,0.728,0.1372879451746994,0.02539040557240753,0.06864397258734967,0.01269520278620373,"Any[Any[(1, :no_people, 0.0), (2, :chek_acc, ""Any[]""), (3, :credit_history, ""Any[1, 2]""), (4, :chek_acc, ""Any[]""), (5, :telephn, ""Any[]""), (6, :Housing, ""Any[2]""), (7, :installment, ""Any[1, 3]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, 1.0)]]",
