Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.68,10800,0.08025147517098802,1.0,0.7648148148148148,0.42364629598105813,0.007341493987836428,0.2118231479905291,0.0036707469939182003,0.7670070282455907,0.4003642966787216,0.016910748116128804,0.20018214833936082,0.008455374058064402,0.7588888888888888,0.42304176235813507,0.004905349060179767,0.21152088117906753,0.002452674530089863,"Any[Any[(1, :relationship, ""Any[3, 6]""), (2, :workclass, ""Any[1, 2, 4]""), (3, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
