Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.0,10800,0.2546666666666666,1.0,0.7453333333333333,0.2749277082061267,0.00933168972707682,0.1374638541030634,0.004665844863538382,0.684,0.3714495335918666,0.050518813541557406,0.1857247667959333,0.025259406770778647,0.684,0.3714495335918666,0.050518813541557406,0.1857247667959333,0.025259406770778647,"Any[Any[(1, :purpose, ""Any[9, 10]""), (2, :present_employmment, ""Any[1, 5]""), (3, :purpose, ""Any[1, 6, 8]""), (4, :saving_amo, ""Any[3, 4, 5]""), (5, :Housing, ""Any[2, 3]""), (6, :chek_acc, ""Any[3, 4]""), (7, :credit_history, ""Any[1]"")], Any[(1, 1.0), (2, 0.0), (3, 1.0), (4, 0.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
