Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.52,10800,0.12142709807640442,1.0,0.7474074074074074,0.38817714806054604,0.00035125698457335805,0.19408857403027302,0.0001756284922866634,0.7504309773239624,0.4003642966787216,0.012094007801084439,0.20018214833936082,0.006047003900542192,0.7488888888888889,0.3847409384288505,0.019769659414355302,0.19237046921442524,0.009884829707177668,"Any[Any[(1, :relationship, ""Any[3, 6]""), (2, :workclass, ""Any[4]""), (3, :education, ""Any[2, 5]""), (4, :capital, 1.0), (5, :education, ""Any[1]""), (6, :native_country, ""Any[1]""), (7, :education, ""Any[]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, -0.0)]]",
