Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.22,10800,0.2043314191731285,0.8701728725744596,0.7386666666666667,0.3470403086607778,0.0022337293126206137,0.17352015433038892,0.0011168646563103346,0.7,0.1372879451746994,0.05078081114481528,0.06864397258734967,0.02539040557240768,0.7,0.1372879451746994,0.05078081114481528,0.06864397258734967,0.02539040557240768,"Any[Any[(1, :present_employmment, ""Any[1]""), (2, :job, ""Any[4]""), (3, :credit_history, ""Any[1, 2]""), (4, :purpose, ""Any[2, 3, 4, 8, 9]""), (5, :purpose, ""Any[1, 2, 3, 5, 7, 9]""), (6, :Housing, ""Any[1, 3]""), (7, :guatan, ""Any[1, 3]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
