Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.32,10800,0.1545999206723358,1.0,0.7737037037037037,0.3852405648728138,0.00224512247143082,0.19262028243640694,0.0011225612357154066,0.7595809574327013,0.4003642966787216,0.012865771117371794,0.20018214833936082,0.006432885558685864,0.7755555555555556,0.3829729911766687,0.03488920320603486,0.19148649558833436,0.017444601603017446,"Any[Any[(1, :occupation, ""Any[1, 5, 10, 13, 14]""), (2, :capital, 2.0), (3, :occupation, ""Any[]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, -0.0)]]",
