Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.32,10800,0.16925775916936067,1.0,0.752,0.24934901679087723,0.0019305019305019822,0.12467450839543859,0.0009652509652510188,0.736,0.4619963369963369,0.06456043956043955,0.23099816849816845,0.03228021978021978,0.736,0.4619963369963369,0.06456043956043955,0.23099816849816845,0.03228021978021978,"Any[Any[(1, :chek_acc, ""Any[2, 3, 4]""), (2, :purpose, ""Any[2, 5, 6, 7, 8, 9]""), (3, :purpose, ""Any[2, 3, 4, 5, 10]""), (4, :Credit_amo, 4.0), (5, :credit_history, ""Any[1, 2]""), (6, :credit_history, ""Any[1, 2, 4]""), (7, :property, ""Any[2, 3, 4]"")], Any[(1, 1.0), (2, 0.0), (3, 0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 0.0), (8, 1.0)]]",
