Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,1,0.2,10800,0.19762116978504074,0.0,0.7696296296296297,0.42364629598105813,0.06662436744610714,0.2118231479905291,0.03331218372305359,0.7707200636520355,0.4003642966787216,0.035745367855391855,0.20018214833936082,0.017872683927695934,0.76,0.42304176235813507,0.04185154629980596,0.21152088117906753,0.020925773149903,"Any[Any[(1, :education, ""Any[1, 2, 3, 4, 6]"")], Any[(1, -0.0), (2, 1.0)]]",
