Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.08,10800,0.21284488017428305,1.0,0.7696296296296297,0.3958333333333333,0.011301742919389991,0.19791666666666669,0.005650871459694985,0.773239623392123,0.4003642966787216,0.011170106488573195,0.20018214833936082,0.0055850532442865974,0.7611111111111111,0.39460784313725483,0.0445261437908497,0.19730392156862744,0.022263071895424834,"Any[Any[(1, :occupation, ""Any[1, 4, 6, 10, 13, 14]""), (2, :occupation, ""Any[5, 6, 13]""), (3, :capital, 3.0), (4, :capital, 1.0000000000000195), (5, :capital, 2.0), (6, :hours_per_week, 1.0000000000000246), (7, :capital, 0.0)], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
