Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.78,10800,0.058029636963694654,0.9071602197124677,0.7386666666666667,0.25508800880088006,0.0006875687568757005,0.12754400440044,0.00034378437843785026,0.732,0.43265132139812446,0.23444160272804768,0.21632566069906223,0.1172208013640238,0.732,0.43265132139812446,0.23444160272804768,0.21632566069906223,0.1172208013640238,"Any[Any[(1, :job, ""Any[4]""), (2, :property, ""Any[1, 3]""), (3, :chek_acc, ""Any[1]""), (4, :present_employmment, ""Any[2, 4, 5]""), (5, :chek_acc, ""Any[1, 4]""), (6, :property, ""Any[3, 4]""), (7, :purpose, ""Any[5, 8, 9]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, 1.0)]]",
