Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.3,10800,0.16278021196119946,0.7400444473073892,0.7685185185185185,0.37957532861476234,0.002477249747219412,0.1897876643073812,0.001238624873609706,0.7716483225036467,0.4003642966787216,0.0007364570302437826,0.20018214833936082,0.0003682285151219225,0.7708565072302559,0.38167216144377636,0.04053206173923953,0.19083608072188818,0.020266030869619776,"Any[Any[(1, :capital, 2.0), (2, :occupation, ""Any[]""), (3, :occupation, ""Any[3, 5, 6, 7, 9, 11, 12, 14]"")], Any[(1, -0.0), (2, 0.0), (3, -0.0), (4, 1.0)]]",
