Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.02,10800,0.21450181456778294,0.9604995140171931,0.7844444444444445,0.42364629598105813,0.16286850616691684,0.2118231479905291,0.08143425308345842,0.782787428722981,0.4003642966787216,0.13612980516547019,0.20018214833936082,0.06806490258273507,0.7766666666666666,0.42304176235813507,0.18310330219179916,0.21152088117906753,0.09155165109589958,"Any[Any[(1, :age_group, 1.0000000000000282), (2, :capital, 3.0), (3, :education, ""Any[2, 5]"")], Any[(1, 0.0), (2, -0.0), (3, 1.0), (4, 0.0)]]",
