Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.9,10800,0.023336227792137745,0.6991139633474589,0.7703703703703704,0.42364629598105813,0.0004147386991442126,0.2118231479905291,0.0002073693495721063,0.7704548468372895,0.4003642966787216,0.02312625929096955,0.20018214833936082,0.011563129645484768,0.7622222222222222,0.42304176235813507,0.0015830899239670654,0.21152088117906753,0.0007915449619835396,"Any[Any[(1, :relationship, ""Any[6]""), (2, :occupation, ""Any[3, 7, 9, 10, 13, 14]""), (3, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
