Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.4,10800,0.13481933499471982,1.0,0.7755555555555556,0.3852405648728138,0.000381670820143315,0.19262028243640694,0.00019083541007161586,0.7602439994695663,0.4003642966787216,0.027444218074090185,0.20018214833936082,0.013722109037045113,0.7866666666666666,0.3829729911766687,0.05576884219034149,0.19148649558833436,0.02788442109517074,"Any[Any[(1, :occupation, ""Any[7, 8, 12, 13]""), (2, :marital_status, ""Any[5]""), (3, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
