Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.4,10800,0.1393834422657741,0.727370773871818,0.7681481481481481,0.3958333333333333,0.0006808278867101725,0.19791666666666669,0.00034041394335512787,0.7636918180612651,0.4003642966787216,0.0007472093991752193,0.20018214833936082,0.0003736046995876374,0.7622222222222222,0.39460784313725483,0.003676470588235281,0.19730392156862744,0.0018382352941176405,"Any[Any[(1, :capital, 1.0000000000000298), (2, :relationship, ""Any[3, 4, 5, 6]""), (3, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
