Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.44,10800,0.12631568627449258,1.0,0.7751851851851852,0.3958333333333333,0.0009531590413944108,0.19791666666666669,0.0004765795206971707,0.7733722317994961,0.4003642966787216,0.002318981060584799,0.20018214833936082,0.0011594905302923925,0.77,0.39460784313725483,0.01429738562091501,0.19730392156862744,0.007148692810457519,"Any[Any[(1, :relationship, ""Any[6]""), (2, :occupation, ""Any[3, 10, 13, 14]""), (3, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
