Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.88,10800,0.031479414124732465,0.8926745258672626,0.74,0.28925882246212464,0.0003175179170824549,0.14462941123106232,0.00015875895854122746,0.696,0.32965578111209176,0.045895851721094505,0.16482789055604585,0.02294792586054728,0.696,0.32965578111209176,0.045895851721094505,0.16482789055604585,0.02294792586054728,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :purpose, ""Any[1, 2, 3, 4, 5, 8, 10]""), (3, :present_employmment, ""Any[3, 4]""), (4, :p_status, ""Any[1, 2]""), (5, :Housing, ""Any[2]""), (6, :Housing, ""Any[1, 3]""), (7, :purpose, ""Any[5, 7, 9]"")], Any[(1, 1.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
