Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.2,10800,0.17564131923396226,1.0,0.7833333333333333,0.3852405648728138,0.011539929503154404,0.19262028243640694,0.005769964751577199,0.7696591963930514,0.4003642966787216,0.022324164665308475,0.20018214833936082,0.01116208233265422,0.7833333333333333,0.3829729911766687,0.05758739139220046,0.19148649558833436,0.02879369569610022,"Any[Any[(1, :capital, 1.0), (2, :education, ""Any[1]""), (3, :capital, 2.0), (4, :occupation, ""Any[1, 10]""), (5, :marital_status, ""Any[1, 2, 3, 4, 5]""), (6, :age_group, 0.0), (7, :occupation, ""Any[3, 5, 6, 7, 9, 11, 12, 14]"")], Any[(1, -0.0), (2, 1.0), (3, 0.0), (4, 1.0), (5, 1.0), (6, 0.0), (7, 0.0), (8, 1.0)]]",
