Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.06,10800,0.19221193656780594,1.0,0.8051851851851852,0.3852405648728138,0.1514335106980085,0.19262028243640694,0.07571675534900428,0.7833178623524731,0.4003642966787216,0.1132811816692973,0.20018214833936082,0.05664059083464863,0.81,0.3829729911766687,0.19377652050919386,0.19148649558833436,0.0968882602545969,"Any[Any[(1, :capital, 2.0000000000000107), (2, :education, ""Any[1, 2, 3, 4, 6]""), (3, :occupation, ""Any[1, 6, 7, 8, 9, 11]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0)]]",
