Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.84,10800,0.042993717128636755,0.8734328547699205,0.732,0.3470403086607778,0.00013537753409822995,0.17352015433038892,6.76887670491011e-5,0.744,0.1372879451746994,0.0006740815638692499,0.06864397258734967,0.0003370407819346388,0.744,0.1372879451746994,0.0006740815638692499,0.06864397258734967,0.0003370407819346388,"Any[Any[(1, :present_resident, 0.999999999999996), (2, :purpose, ""Any[4, 5, 7, 9, 10]""), (3, :month_duration, 3.0000000000000475), (4, :present_employmment, ""Any[2, 3, 4, 5]""), (5, :chek_acc, ""Any[2, 3, 4]""), (6, :no_people, -2.0), (7, :saving_amo, ""Any[1, 2]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
