Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.38,10800,0.1514638688494338,0.8927132884574349,0.756,0.2749277082061267,0.00048386539325578903,0.1374638541030634,0.00024193269662786676,0.7,0.3714495335918666,0.11969395241588932,0.1857247667959333,0.05984697620794466,0.7,0.3714495335918666,0.11969395241588932,0.1857247667959333,0.05984697620794466,"Any[Any[(1, :saving_amo, ""Any[1]""), (2, :purpose, ""Any[1, 6, 8, 9, 10]""), (3, :saving_amo, ""Any[4, 5]""), (4, :chek_acc, ""Any[1, 2]""), (5, :credit_history, ""Any[3, 4, 5]""), (6, :purpose, ""Any[6, 7]""), (7, :present_employmment, ""Any[2]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
