Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.28,10800,0.1721557128412505,1.0,0.7611111111111111,0.37957532861476234,0.0005561172901920597,0.1897876643073812,0.0002780586450960576,0.7611722583211775,0.4003642966787216,0.024474317485357902,0.20018214833936082,0.012237158742678958,0.7508342602892102,0.38167216144377636,0.0004563136700168162,0.19083608072188818,0.00022815683500838554,"Any[Any[(1, :capital, 1.0), (2, :education, ""Any[1, 2]""), (3, :capital, 2.9999999999999947), (4, :capital, 2.999999999999997), (5, :occupation, ""Any[1, 3, 5, 6, 7, 8, 12, 14]""), (6, :capital, 0.0), (7, :occupation, ""Any[3, 8]"")], Any[(1, 1.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, 1.0)]]",
