Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.62,10800,0.09770629262925758,0.9047593526410219,0.744,0.25508800880088006,0.0006875687568757005,0.12754400440044,0.00034378437843785026,0.704,0.43265132139812446,0.013640238704177271,0.21632566069906223,0.006820119352088594,0.704,0.43265132139812446,0.013640238704177271,0.21632566069906223,0.006820119352088594,"Any[Any[(1, :chek_acc, ""Any[3, 4]""), (2, :purpose, ""Any[1, 2, 4, 5, 6, 8, 9]""), (3, :p_status, ""Any[2]""), (4, :job, ""Any[1, 2, 3]""), (5, :present_employmment, ""Any[3, 4, 5]""), (6, :purpose, ""Any[4, 5, 7, 8, 9]""), (7, :property, ""Any[1, 2, 3]"")], Any[(1, 1.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
