Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.28,10800,0.16192974020344728,1.0,0.7751851851851852,0.38817714806054604,0.00022526263141118413,0.19408857403027302,0.00011263131570558166,0.7782787428722981,0.4003642966787216,0.03920024842786716,0.20018214833936082,0.019600124213933624,0.7811111111111111,0.3847409384288505,0.0015462943342630167,0.19237046921442524,0.0007731471671315118,"Any[Any[(1, :capital, 2.000000000000017), (2, :capital, 1.9999999999999947), (3, :relationship, ""Any[1, 2, 5]""), (4, :capital, 0.0), (5, :relationship, ""Any[1, 3, 6]""), (6, :education, ""Any[3, 4, 6]""), (7, :marital_status, ""Any[3]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
