Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.54,10800,0.10471652035951333,1.0,0.7725925925925926,0.3852405648728138,0.00020206102242873586,0.19262028243640694,0.00010103051121438528,0.7554700968041373,0.4003642966787216,0.0019787568496201086,0.20018214833936082,0.0009893784248100473,0.7711111111111111,0.3829729911766687,0.026941469657169752,0.19148649558833436,0.0134707348285849,"Any[Any[(1, :relationship, ""Any[6]""), (2, :workclass, ""Any[3]""), (3, :workclass, ""Any[4]""), (4, :native_country, ""Any[1]""), (5, :occupation, ""Any[3, 8, 11, 14]""), (6, :occupation, ""Any[4, 10]""), (7, :occupation, ""Any[11]"")], Any[(1, -0.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, 0.0), (7, -0.0), (8, -0.0)]]",
