Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.76,10800,0.06789144346295213,0.8797729486462349,0.7173333333333334,0.3470403086607778,6.768876704905946e-5,0.17352015433038892,3.3844383524495036e-5,0.756,0.1372879451746994,0.005392652510953805,0.06864397258734967,0.0026963262554768885,0.756,0.1372879451746994,0.005392652510953805,0.06864397258734967,0.0026963262554768885,"Any[Any[(1, :existing_cards, 3.0000000000000293), (2, :credit_history, ""Any[3, 4, 5]""), (3, :instalrate, 1.0000000000000147), (4, :month_duration, 3.9999999999999973), (5, :chek_acc, ""Any[1, 2]""), (6, :credit_history, ""Any[1, 3]""), (7, :installment, ""Any[3]"")], Any[(1, 1.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, -0.0), (7, 1.0), (8, 1.0)]]",
