Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.86,10800,0.030654406801215207,0.7126296509161032,0.784074074074074,0.3852405648728138,0.0004939269437147648,0.19262028243640694,0.0002469634718573893,0.7746983158732264,0.4003642966787216,0.00986858839851483,0.20018214833936082,0.004934294199257436,0.78,0.3829729911766687,0.03165622684717451,0.19148649558833436,0.015828113423587253,"Any[Any[(1, :relationship, ""Any[2, 3, 4, 5]""), (2, :workclass, ""Any[1, 2]""), (3, :workclass, ""Any[1, 2, 4]""), (4, :native_country, ""Any[1]""), (5, :race, ""Any[1]""), (6, :relationship, ""Any[4, 6]""), (7, :occupation, ""Any[4, 9]"")], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
