Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_2.csv,compas_test_2.csv,0,4629,3,0.06,10800,0.402774909382756,1.0,0.586951825448261,0.6351325494276616,0.24182708840778566,0.1671280276816609,0.06987147800296589,0.5884640311082308,0.6174482569699942,0.24716441498781264,0.16784591194968557,0.06655884995507633,0.5988334413480233,0.6413296826496888,0.17650721997731295,0.17042349726775963,0.05308165195460279,"Any[Any[(1, :length_of_stay, 0.0), (2, :c_charge_degree, ""Any[2]""), (3, :length_of_stay, 3.0), (4, :sex, ""Any[]""), (5, :sex, ""Any[]""), (6, :sex, ""Any[1, 2]""), (7, :age_cat, 2.000000000000009)], Any[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
