Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.14,10800,0.19211973561011225,0.729399160842994,0.7770370370370371,0.37957532861476234,0.0026541961577350726,0.1897876643073812,0.0013270980788675224,0.7707200636520355,0.4003642966787216,0.0507218129456917,0.20018214833936082,0.025360906472845862,0.7730812013348165,0.38167216144377636,0.026500416386223885,0.19083608072188818,0.013250208193111929,"Any[Any[(1, :occupation, ""Any[4, 7, 9, 10, 11]""), (2, :education, ""Any[2, 5]""), (3, :capital, 3.0)], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 0.0)]]",
