Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.68,10800,0.08309553186447233,0.8690280471716257,0.7413333333333333,0.3470403086607778,0.00047382136934379093,0.17352015433038892,0.00023691068467190934,0.732,0.1372879451746994,0.045837546343107424,0.06864397258734967,0.022918773171553664,0.732,0.1372879451746994,0.045837546343107424,0.06864397258734967,0.022918773171553664,"Any[Any[(1, :credit_history, ""Any[1, 2]""), (2, :chek_acc, ""Any[3, 4]""), (3, :installment, ""Any[1, 2]""), (4, :job, ""Any[2, 3]""), (5, :purpose, ""Any[1, 3, 4, 5, 8, 10]""), (6, :purpose, ""Any[2, 3, 4, 5, 6, 9, 10]""), (7, :guatan, ""Any[1, 3]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
