Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.92,10800,0.021139829824700584,0.9073277351882106,0.7373333333333333,0.25508800880088006,0.0001375137513751068,0.12754400440044,6.875687568752564e-5,0.672,0.43265132139812446,0.08184143222506385,0.21632566069906223,0.040920716112531896,0.672,0.43265132139812446,0.08184143222506385,0.21632566069906223,0.040920716112531896,"Any[Any[(1, :purpose, ""Any[7, 9, 10]""), (2, :present_employmment, ""Any[1, 2, 3]""), (3, :purpose, ""Any[1, 5, 6, 7, 8, 10]""), (4, :property, ""Any[3, 4]""), (5, :Housing, ""Any[2]""), (6, :chek_acc, ""Any[1]""), (7, :guatan, ""Any[1, 3]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, 1.0)]]",
