Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.34,10800,0.152474074074056,0.7258550330353339,0.7692592592592593,0.3958333333333333,0.0005446623093682684,0.19791666666666669,0.0002723311546840995,0.7692613711709322,0.4003642966787216,0.011083606087766706,0.20018214833936082,0.005541803043883298,0.7622222222222222,0.39460784313725483,0.013888888888888867,0.19730392156862744,0.0069444444444444475,"Any[Any[(1, :education, ""Any[5]""), (2, :occupation, ""Any[3, 5, 8, 11]""), (3, :occupation, ""Any[9]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
