Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,2,0.02,10800,0.24475611265750802,0.9796246954502161,0.7506666666666667,0.24934901679087723,0.020472299542067002,0.12467450839543859,0.010236149771033487,0.72,0.4619963369963369,0.08928571428571425,0.23099816849816845,0.044642857142857095,0.72,0.4619963369963369,0.08928571428571425,0.23099816849816845,0.044642857142857095,"Any[Any[(1, :month_duration, 2.999999999999997), (2, :credit_history, ""Any[3, 4, 5]""), (3, :chek_acc, ""Any[1, 2]"")], Any[(1, 1.0), (2, 0.0), (3, 0.0), (4, 1.0)]]",
