Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.1,10800,0.22746881974054245,0.8886041925368716,0.7493333333333333,0.28925882246212464,0.018688197405424975,0.14462941123106232,0.009344098702712467,0.708,0.32965578111209176,0.12621359223300968,0.16482789055604585,0.06310679611650483,0.708,0.32965578111209176,0.12621359223300968,0.16482789055604585,0.06310679611650483,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :present_employmment, ""Any[1, 3, 4, 5]""), (3, :installment, ""Any[2, 3]""), (4, :foreign_worker, ""Any[]""), (5, :month_duration, 3.000000000000009), (6, :Housing, ""Any[1, 3]""), (7, :purpose, ""Any[5, 6, 9, 10]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, 0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
