Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.26,10800,0.18806391634328315,0.8661765442651893,0.748,0.3470403086607778,0.006091989034419751,0.17352015433038892,0.0030459945172098823,0.704,0.1372879451746994,0.05370183125491515,0.06864397258734967,0.02685091562745756,0.704,0.1372879451746994,0.05370183125491515,0.06864397258734967,0.02685091562745756,"Any[Any[(1, :installment, ""Any[1, 2]""), (2, :saving_amo, ""Any[1, 3, 4]""), (3, :credit_history, ""Any[1, 2]""), (4, :purpose, ""Any[1, 7, 8]""), (5, :p_status, ""Any[1, 2]""), (6, :Housing, ""Any[1, 3]""), (7, :guatan, ""Any[1, 3]"")], Any[(1, 0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
