Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.28,10800,0.17779150326795878,1.0,0.7548148148148148,0.3958333333333333,0.004493464052287566,0.19791666666666669,0.002246732026143783,0.7459222914732794,0.4003642966787216,0.04596043930648827,0.20018214833936082,0.02298021965324412,0.7577777777777778,0.39460784313725483,0.01919934640522873,0.19730392156862744,0.009599673202614387,"Any[Any[(1, :occupation, ""Any[1, 8, 9, 10, 13]""), (2, :marital_status, ""Any[1, 3, 4, 5]""), (3, :relationship, ""Any[4]""), (4, :marital_status, ""Any[5]""), (5, :education, ""Any[1, 2, 3, 6]""), (6, :marital_status, ""Any[1, 3]""), (7, :occupation, ""Any[11, 12]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, -0.0), (7, -0.0), (8, -0.0)]]",
