Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,2,0.52,10800,0.1358847558112427,0.8798630794017834,0.7186666666666667,0.3470403086607778,0.0016245304091785095,0.17352015433038892,0.0008122652045892131,0.728,0.1372879451746994,0.02539040557240753,0.06864397258734967,0.01269520278620373,0.728,0.1372879451746994,0.02539040557240753,0.06864397258734967,0.01269520278620373,"Any[Any[(1, :credit_history, ""Any[1, 2]""), (2, :Housing, ""Any[2]""), (3, :existing_cards, 3.0000000000000444)], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, 1.0)]]",
