Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.34,10800,0.17528790877255884,0.9073660694161602,0.7346666666666667,0.24934901679087723,0.0004938493310586572,0.12467450839543859,0.00024692466552933556,0.724,0.4619963369963369,0.01694139194139191,0.23099816849816845,0.00847069597069594,0.724,0.4619963369963369,0.01694139194139191,0.23099816849816845,0.00847069597069594,"Any[Any[(1, :present_employmment, ""Any[2, 3, 4, 5]""), (2, :purpose, ""Any[1, 2, 3, 4, 5, 10]""), (3, :credit_history, ""Any[1, 3]""), (4, :credit_history, ""Any[3, 4, 5]""), (5, :chek_acc, ""Any[2, 3, 4]""), (6, :purpose, ""Any[1, 2, 3, 7, 9]""), (7, :p_status, ""Any[2, 3]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
