Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.48,10800,0.12108932461871115,1.0,0.7685185185185185,0.3958333333333333,0.0014978213507624502,0.19791666666666669,0.0007489106753812633,0.7724439729478849,0.4003642966787216,0.002601431348932849,0.20018214833936082,0.0013007156744664142,0.7633333333333333,0.39460784313725483,0.0416666666666667,0.19730392156862744,0.02083333333333333,"Any[Any[(1, :capital, 3.0000000000000284), (2, :capital, 2.0), (3, :occupation, ""Any[1, 3, 4, 10, 11, 12, 14]""), (4, :education, ""Any[]""), (5, :occupation, ""Any[1, 4, 10, 13]""), (6, :education, ""Any[1, 2, 3, 5, 6]""), (7, :marital_status, ""Any[1, 4]"")], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, 1.0), (7, 1.0), (8, 1.0)]]",
