Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,2,0.46,10800,0.13354225907873604,1.0,0.752962962962963,0.38817714806054604,0.00030925886685267967,0.19408857403027302,0.00015462943342631208,0.7599787826548203,0.4003642966787216,0.010254550298217813,0.20018214833936082,0.005127275149108879,0.7466666666666667,0.3847409384288505,0.000664333862127775,0.19237046921442524,0.00033216693106391526,"Any[Any[(1, :relationship, ""Any[1, 3, 5, 6]""), (2, :occupation, ""Any[3, 5, 6, 7, 8, 11, 12, 14]""), (3, :age_group, 0.0)], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, -0.0)]]",
