Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,2,0.22,10800,0.21220646640910312,0.9095696721360463,0.7293333333333333,0.24934901679087723,0.004938493310586406,0.12467450839543859,0.0024692466552932446,0.72,0.4619963369963369,0.10210622710622713,0.23099816849816845,0.051053113553113594,0.72,0.4619963369963369,0.10210622710622713,0.23099816849816845,0.051053113553113594,"Any[Any[(1, :purpose, ""Any[5, 6, 7, 8]""), (2, :chek_acc, ""Any[2, 3, 4]""), (3, :credit_history, ""Any[3, 4, 5]"")], Any[(1, 1.0), (2, 0.0), (3, 1.0), (4, 0.0)]]",
