Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.76,10800,0.056009914460820806,1.0,0.7674074074074074,0.3852405648728138,0.0002469634718573824,0.19262028243640694,0.00012348173592869466,0.7521548866198117,0.4003642966787216,0.01942198795253222,0.20018214833936082,0.009710993976266152,0.7666666666666667,0.3829729911766687,0.005388293931433884,0.19148649558833436,0.00269414696571698,"Any[Any[(1, :relationship, ""Any[6]""), (2, :workclass, ""Any[2]""), (3, :workclass, ""Any[2, 4]""), (4, :native_country, ""Any[]""), (5, :race, ""Any[1, 2, 3]""), (6, :education, ""Any[5]""), (7, :occupation, ""Any[9, 14]"")], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, -0.0)]]",
