Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.4,10800,0.15208122652045453,0.8658218991513099,0.7466666666666667,0.3470403086607778,0.00020306630114724777,0.17352015433038892,0.00010153315057359613,0.704,0.1372879451746994,0.13099651724525335,0.06864397258734967,0.0654982586226267,0.704,0.1372879451746994,0.13099651724525335,0.06864397258734967,0.0654982586226267,"Any[Any[(1, :purpose, ""Any[1, 6, 7]""), (2, :credit_history, ""Any[1, 3, 4]""), (3, :credit_history, ""Any[1, 2]""), (4, :chek_acc, ""Any[1]""), (5, :credit_history, ""Any[1, 2, 4]""), (6, :Housing, ""Any[2]""), (7, :p_status, ""Any[2, 3, 4]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
