Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.02,10800,0.23128967730786493,0.9998744780833573,0.764,0.2749277082061267,0.00048386539325578903,0.1374638541030634,0.00024193269662786676,0.708,0.3714495335918666,0.2312126611466303,0.1857247667959333,0.11560633057331515,0.708,0.3714495335918666,0.2312126611466303,0.1857247667959333,0.11560633057331515,"Any[Any[(1, :present_resident, 0.9999999999999964), (2, :purpose, ""Any[2, 4, 5, 6, 8, 9, 10]""), (3, :month_duration, 3.0000000000000284), (4, :present_employmment, ""Any[2, 3, 4, 5]""), (5, :chek_acc, ""Any[1, 2]""), (6, :credit_history, ""Any[1, 2]""), (7, :chek_acc, ""Any[1, 2]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
