Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.36,10800,0.17430626973699204,0.9096672812130295,0.728,0.24934901679087723,0.0006285355122565284,0.12467450839543859,0.0003142677561283058,0.704,0.4619963369963369,0.14468864468864467,0.23099816849816845,0.07234432234432231,0.704,0.4619963369963369,0.14468864468864467,0.23099816849816845,0.07234432234432231,"Any[Any[(1, :existing_cards, 1.9999999999999947), (2, :saving_amo, ""Any[3, 5]""), (3, :instalrate, 2.0), (4, :purpose, ""Any[1, 2, 4, 5, 6, 8, 9, 10]""), (5, :credit_history, ""Any[1, 2]""), (6, :purpose, ""Any[1, 4, 5]""), (7, :p_status, ""Any[2, 3]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
