Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.24,10800,0.1901845696094118,0.8952626444609194,0.7506666666666667,0.2749277082061267,0.0028801511503323274,0.1374638541030634,0.001440075575166122,0.724,0.3714495335918666,0.08950843727072641,0.1857247667959333,0.04475421863536322,0.724,0.3714495335918666,0.08950843727072641,0.1857247667959333,0.04475421863536322,"Any[Any[(1, :purpose, ""Any[1, 6, 7, 8, 9]""), (2, :saving_amo, ""Any[2, 4]""), (3, :credit_history, ""Any[1, 2]""), (4, :property, ""Any[1, 3]""), (5, :chek_acc, ""Any[2, 3, 4]""), (6, :property, ""Any[1]""), (7, :purpose, ""Any[7]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
