Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,2,0.76,10800,0.06853144346295248,0.8808957224997841,0.7146666666666667,0.3470403086607778,6.768876704905946e-5,0.17352015433038892,3.3844383524495036e-5,0.752,0.1372879451746994,0.01505448825974609,0.06864397258734967,0.007527244129873045,0.752,0.1372879451746994,0.01505448825974609,0.06864397258734967,0.007527244129873045,"Any[Any[(1, :chek_acc, ""Any[1, 2]""), (2, :credit_history, ""Any[3, 4, 5]""), (3, :existing_cards, 3.0)], Any[(1, 1.0), (2, 0.0), (3, 1.0), (4, 0.0)]]",
