Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.0,10800,0.21666666666666692,1.0,0.7833333333333333,0.37957532861476234,0.12987866531850356,0.1897876643073812,0.06493933265925177,0.7811961278345048,0.4003642966787216,0.125767731177938,0.20018214833936082,0.06288386558896904,0.778642936596218,0.38167216144377636,0.1817497347676793,0.19083608072188818,0.09087486738383965,"Any[Any[(1, :capital, 0.9999999999999973), (2, :marital_status, ""Any[1, 3, 5]""), (3, :capital, 2.0000000000000187)], Any[(1, -0.0), (2, 1.0), (3, 0.0), (4, 1.0)]]",
