Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.04,10800,0.2189649237472748,1.0,0.7751851851851852,0.3958333333333333,0.07856753812636158,0.19791666666666669,0.03928376906318082,0.7801352605755205,0.4003642966787216,0.06083224940360463,0.20018214833936082,0.0304161247018023,0.7633333333333333,0.39460784313725483,0.12132352941176472,0.19730392156862744,0.06066176470588235,"Any[Any[(1, :capital, 2.0), (2, :fnlwgt, 2.000000000000026), (3, :occupation, ""Any[5, 6, 7, 8, 11]""), (4, :capital, 1.0), (5, :fnlwgt, 4.0), (6, :fnlwgt, 0.0), (7, :age_group, 1.0000000000000038)], Any[(1, 1.0), (2, -0.0), (3, 0.0), (4, 1.0), (5, -0.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
