Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,2,0.98,10800,0.005788813473029003,0.9094468150646013,0.7173333333333334,0.2749277082061267,0.00013824725521600217,0.1374638541030634,6.912362760802537e-5,0.708,0.3714495335918666,0.04297243475526683,0.1857247667959333,0.021486217377633454,0.708,0.3714495335918666,0.04297243475526683,0.1857247667959333,0.021486217377633454,"Any[Any[(1, :month_duration, 3.0000000000000004), (2, :credit_history, ""Any[3, 4, 5]""), (3, :no_people, 1.0000000000000053)], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, 1.0)]]",
