Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.12,10800,0.2124203374001059,0.8914199923161603,0.7586666666666667,0.2749277082061267,0.0003917005564451348,0.1374638541030634,0.00019585027822255352,0.756,0.3714495335918666,0.13310973692485065,0.1857247667959333,0.06655486846242531,0.756,0.3714495335918666,0.13310973692485065,0.1857247667959333,0.06655486846242531,"Any[Any[(1, :credit_history, ""Any[2, 4]""), (2, :job, ""Any[1, 2, 3]""), (3, :month_duration, 3.0000000000000426), (4, :chek_acc, ""Any[1]""), (5, :present_employmment, ""Any[1, 2, 3, 4]""), (6, :credit_history, ""Any[3, 5]""), (7, :chek_acc, ""Any[3, 4]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
