Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_2.csv,compas_test_2.csv,0,4629,1,0.06,10800,0.3823853100953478,2.05135926999157e-5,0.6506804925469863,0.6351325494276616,0.9004162181585729,0.1671280276816609,0.23233534251396892,0.6493843162670123,0.6174482569699942,0.9319089462847763,0.16784591194968557,0.24162735849056605,0.6506804925469863,0.6413296826496888,0.8987293397283866,0.17042349726775963,0.2319309707976288,"Any[Any[(1, :priors_count, 2.0)], Any[(1, -0.0), (2, 1.0)]]",
