Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_2.csv,compas_test_2.csv,0,4629,2,0.16,10800,0.38060226955999465,1.0,0.5783106502484338,0.6351325494276616,0.1648950985542107,0.1671280276816609,0.06089965397923869,0.5884640311082308,0.6174482569699942,0.1898148449468921,0.16784591194968557,0.06875112309074571,0.5839274141283215,0.6413296826496888,0.15379323150600643,0.17042349726775963,0.04397856242118536,"Any[Any[(1, :sex, ""Any[1]""), (2, :c_charge_degree, ""Any[]""), (3, :length_of_stay, 4.0)], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0)]]",
