Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.46,10800,0.14008477882694853,0.8688981537600399,0.7413333333333333,0.3470403086607778,0.0008799539716384114,0.17352015433038892,0.00043997698581921263,0.736,0.1372879451746994,0.07302550275249974,0.06864397258734967,0.036512751376249875,0.736,0.1372879451746994,0.07302550275249974,0.06864397258734967,0.036512751376249875,"Any[Any[(1, :purpose, ""Any[3, 4, 6, 7, 8, 9]""), (2, :purpose, ""Any[3, 4, 9]""), (3, :installment, ""Any[1, 2]""), (4, :guatan, ""Any[1, 3]""), (5, :chek_acc, ""Any[1]""), (6, :purpose, ""Any[1]""), (7, :credit_history, ""Any[3, 4, 5]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
