Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_4.csv,compas_test_4.csv,0,4629,2,0.1,10800,0.3895359789348174,1.0,0.6457118168070858,0.6351325494276616,0.7067661406119294,0.1671280276816609,0.19372219476025698,0.6461438755670771,0.6174482569699942,0.6493923005326164,0.16784591194968557,0.16498786708265245,0.6539209332469216,0.6413296826496888,0.686357156781162,0.17042349726775963,0.18253467843631777,"Any[Any[(1, :priors_count, 2.0), (2, :length_of_stay, 4.0), (3, :age_cat, 2.0)], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
