Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.56,10800,0.11275729310705326,0.9039967022620524,0.7453333333333333,0.24934901679087723,0.0012570710245128347,0.12467450839543859,0.0006285355122563896,0.692,0.4619963369963369,0.30219780219780223,0.23099816849816845,0.15109890109890112,0.692,0.4619963369963369,0.30219780219780223,0.23099816849816845,0.15109890109890112,"Any[Any[(1, :property, ""Any[1, 2, 4]""), (2, :credit_history, ""Any[3, 4, 5]""), (3, :purpose, ""Any[3, 4, 7, 10]""), (4, :installment, ""Any[1, 3]""), (5, :saving_amo, ""Any[1, 2, 4]""), (6, :present_employmment, ""Any[2, 4, 5]""), (7, :chek_acc, ""Any[2, 3, 4]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
