Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.64,10800,0.0922461991559556,0.9039865364919959,0.744,0.24934901679087723,0.00013468618119777398,0.12467450839543859,6.734309059885923e-5,0.716,0.4619963369963369,0.16804029304029297,0.23099816849816845,0.08402014652014644,0.716,0.4619963369963369,0.16804029304029297,0.23099816849816845,0.08402014652014644,"Any[Any[(1, :job, ""Any[1, 2, 3]""), (2, :purpose, ""Any[2, 3, 4, 10]""), (3, :purpose, ""Any[1, 2, 5, 9, 10]""), (4, :credit_history, ""Any[3, 4, 5]""), (5, :chek_acc, ""Any[1]""), (6, :no_people, 0.9999999999999964), (7, :present_employmment, ""Any[3, 5]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
