Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.38,10800,0.16001205721370448,0.8909094349296216,0.7426666666666667,0.28925882246212464,0.0012247119658895939,0.14462941123106232,0.0006123559829448455,0.692,0.32965578111209176,0.002647837599293837,0.16482789055604585,0.0013239187996468837,0.692,0.32965578111209176,0.002647837599293837,0.16482789055604585,0.0013239187996468837,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :Housing, ""Any[2, 3]""), (3, :purpose, ""Any[1, 2, 3, 4, 7]""), (4, :Housing, ""Any[]""), (5, :purpose, ""Any[3, 6, 7, 9, 10]""), (6, :saving_amo, ""Any[1, 2, 5]""), (7, :Housing, ""Any[2]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, 0.0)]]",
