Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.2,10800,0.18146925451431856,1.0,0.7733333333333333,0.38817714806054604,0.0006796059049353903,0.19408857403027302,0.00033980295246767434,0.7796048269460284,0.4003642966787216,0.048885083655837595,0.20018214833936082,0.024442541827918766,0.78,0.3847409384288505,0.012759791765696318,0.19237046921442524,0.006379895882848166,"Any[Any[(1, :capital, 2.0000000000000338), (2, :capital, 2.9999999999999867), (3, :occupation, ""Any[3, 5, 6, 7, 8, 9, 11, 14]""), (4, :hours_per_week, 3.99999999999999), (5, :occupation, ""Any[]""), (6, :fnlwgt, 3.9999999999999796), (7, :fnlwgt, 0.0)], Any[(1, -0.0), (2, 1.0), (3, 0.0), (4, 0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, 1.0)]]",
