Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,2,0.3,10800,0.15537303831139343,0.7250420526748355,0.7781481481481481,0.38817714806054604,0.0002558067170261996,0.19408857403027302,0.00012790335851310675,0.7769526587985678,0.4003642966787216,0.061030927504158616,0.20018214833936082,0.030515463752079253,0.7766666666666666,0.3847409384288505,0.018979331199065363,0.19237046921442524,0.009489665599532682,"Any[Any[(1, :occupation, ""Any[1, 6, 9]""), (2, :relationship, ""Any[6]""), (3, :capital, 2.000000000000017)], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0)]]",
