Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.52,10800,0.11004444444444457,0.7237479806138877,0.7707407407407407,0.3958333333333333,0.0,0.19791666666666669,0.0,0.7715157140962737,0.4003642966787216,0.01499024663848042,0.20018214833936082,0.007495123319240238,0.7666666666666667,0.39460784313725483,0.014705882352941152,0.19730392156862744,0.00735294117647059,"Any[Any[(1, :occupation, ""Any[1, 4, 8, 9, 10, 12, 14]""), (2, :capital, 2.0), (3, :relationship, ""Any[6]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
