Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,2,0.34,10800,0.15834251424913032,0.7456157057918049,0.7651851851851852,0.38817714806054604,0.00989628373928332,0.19408857403027302,0.004948141869641667,0.7622331255801618,0.4003642966787216,0.011420620636363663,0.20018214833936082,0.005710310318181852,0.7622222222222222,0.3847409384288505,0.00838435150133729,0.19237046921442524,0.004192175750668631,"Any[Any[(1, :occupation, ""Any[1, 10]""), (2, :marital_status, ""Any[2, 5]""), (3, :occupation, ""Any[9]"")], Any[(1, 1.0), (2, 0.0), (3, 1.0), (4, 0.0)]]",
