Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.34,10800,0.16296451423370334,0.8938514223070513,0.7533333333333333,0.2749277082061267,0.00048386539325578903,0.1374638541030634,0.00024193269662786676,0.688,0.3714495335918666,0.047374489047269736,0.1857247667959333,0.02368724452363491,0.688,0.3714495335918666,0.047374489047269736,0.1857247667959333,0.02368724452363491,"Any[Any[(1, :purpose, ""Any[1, 6, 8, 9, 10]""), (2, :chek_acc, ""Any[3, 4]""), (3, :guatan, ""Any[2]""), (4, :existing_cards, 0.0), (5, :saving_amo, ""Any[2, 3, 4, 5]""), (6, :credit_history, ""Any[3]""), (7, :credit_history, ""Any[1, 2]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
